BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,DateApproved,Lender
MICHAEL C STEAD INC,3280 Auto Plz,RICHMOND,CA,94806,441110,Corporation,89,5/3/2020,"Bank of America, National Association"
"MICHAEL ROBERTS CONSTRUCTION, INC.",1660 Dell Ave,CAMPBELL,CA,95008,236116,Corporation,50,4/9/2020,Western Alliance Bank
MICHAEL S. HENSLEY PARTY RENTA,25 ORDWAY ST,SAN FRANCISCO,CA,94134,453998,Corporation,100,4/4/2020,City National Bank
MICHAEL SMITH INC,1646 19TH ST,SANTA MONICA,CA,90404,519190,Subchapter S Corporation,29,4/27/2020,"HSBC Bank USA, National Association"
"MICHAEL STARS, INC.",12955 Chadron Avenue,HAWTHORNE,CA,90250,424330,Subchapter S Corporation,112,5/1/2020,Northeast Bank
MICHAEL STEAD'S AUTO DEPOT INC,3291 Auto Plz,SAN PABLO,CA,94806,441110,Subchapter S Corporation,66,4/15/2020,"Bank of America, National Association"
"MICHAEL WOLF VINEYARD SERVICES, INC.",4084 Silverado Trl,NAPA,CA,94558,115116,Corporation,206,4/28/2020,First Republic Bank
MICHAEL'S TRANSPORTATION SERVICE INC,140 YOLANO DR,VALLEJO,CA,94589,532490,Corporation,250,5/3/2020,"Bank of America, National Association"
MICHEL LABOR SERVICES INC.,117 W MAIN ST 16A,WOODLAND,CA,95695,115115,Subchapter S Corporation,,4/27/2020,Bank of Feather River
MICRO ANALOG INC,1861 PUDDINGSTONE DR,LA VERNE,CA,91750,334413,Corporation,114,5/3/2020,"Bank of America, National Association"
"MICRO-MODE PRODUCTS, INC.",1870 John Towers Ave,EL CAJON,CA,92020,334417,Corporation,152,4/7/2020,Pacific Premier Bank
"MICROCOMPUTERWORKS, INC.",233332 Mill Creek Drive Suite 210,LAGUNA HILLS,CA,92653,541511,Subchapter S Corporation,58,4/28/2020,City National Bank
"MICROCONSTANTS, INC.",9050 CAMINO SANTA FE,SAN DIEGO,CA,92121,541711,Corporation,100,5/3/2020,"MUFG Union Bank, National Association"
MICROMED INC.,10820 Walker Street,CYPRESS,CA,90630,423450,Subchapter S Corporation,0,4/15/2020,Endeavor Bank
MICROWAVE TECHNOLOGY LLC,4268 Solar Way,FREMONT,CA,94538,334220,Limited  Liability Company(LLC),24,4/30/2020,Bank of the West
MIDSTATE CONSTRUCTION CORP.,1180 HOLM RD,PETALUMA,CA,94954,236210,Corporation,65,4/9/2020,"Beacon Business Bank, National Association"
MIDWAY CONSTRUCTION CORP,43742 BATTLE MOUNTAIN DR,SPRINGVILLE,CA,93265,236115,Corporation,318,5/3/2020,"Bank of America, National Association"
"MIDWAY INTERNATIONAL, INC.",13131 E 166TH ST,CERRITOS,CA,90703,424990,Corporation,114,4/27/2020,Bank of Hope
"MIDWAY RENT A CAR, INC.",4751 WILSHIRE BLVD Ste 120,LOS ANGELES,CA,90010,441110,Corporation,174,4/28/2020,Comerica Bank
MIKE COUNSIL PLUMBING INC.,1915 Otoole Way,SAN JOSE,CA,95131,238220,Corporation,62,4/27/2020,Northeast Bank
"MIKE ZARP, INC.",310 S. MAPLE ST SUITE J,CORONA,CA,92880,238910,Subchapter S Corporation,98,4/29/2020,Citizens Business Bank
MILESTONE CONTRACTORS INC.,1980 OLIVERA RD Ste C,CONCORD,CA,94520,236220,Subchapter S Corporation,57,4/30/2020,Bank of the West
MILESTONE INTERNET MARKETING INC,3001 Oakmead Village Dr,SANTA CLARA,CA,95051,518210,Corporation,89,5/3/2020,"Bank of America, National Association"
MILKY WAY INTERNATIONAL TRADING CORPORATION,15203 SHOEMAKER AVE,NORWALK,CA,90650,424410,Corporation,43,4/6/2020,City National Bank
"MILL VALLEY REFUSE SERVICE, INC.",112 Front Street,SAN RAFAEL,CA,94901,562111,Subchapter S Corporation,65,4/28/2020,Comerica Bank
MILLBRAE CARE CENTER LLC,33 MATEO AVE,MILLBRAE,CA,94030,623110,Limited  Liability Company(LLC),107,4/10/2020,Pacific Premier Bank
"MILLENNIUM PRO, INC.",3435 WILSHIRE BLVD. SUITE 2890,LOS ANGELES,CA,90010,812990,Corporation,258,4/14/2020,City National Bank
MILLER &AMP; AXLINE A PROFESSIONAL CORPORATI,1050 FULTON AVE STE 100,SACRAMENTO,CA,95825,,Corporation,27,5/3/2020,"Bank of America, National Association"
"MILLER BARONDESS, LLP","1999 AVENUE OF THE STARS, STE 1000",LOS ANGELES,CA,90067,541110,Limited Liability Partnership,52,4/5/2020,East West Bank
MILLER CONSTRUCTION,8447 Maple Pl,RANCHO CUCAMONGA,CA,91730,236220,Subchapter S Corporation,,4/29/2020,Banner Bank
"MILLER STARR REGALIA, A PROFESSIONAL LAW CORPORATION",1331 N. California Blvd. Suite 500,WALNUT CREEK,CA,94596,541110,Corporation,82,4/7/2020,Fremont Bank
MILLWORK BROTHERS INC.,13921 BETTENCOURT ST,CERRITOS,CA,90703,238350,Corporation,98,4/6/2020,City National Bank
"MILLWORKS BY DESIGN, INC.",4525 Runway Street,SIMI VALLEY,CA,93063,541310,Corporation,95,4/27/2020,Pacific Premier Bank
"MILSTEIN, JACKSON, FAIRFIELD, & WADE, LLP",10250 CONSTELLATION BLVD,LOS ANGELES,CA,90067,541110,Limited Liability Partnership,76,4/28/2020,Citizens Business Bank
MIMIS NORTH INC,4185 W Figarden Dr STE 101,FRESNO,CA,93722,722511,Corporation,361,4/11/2020,MidFirst Bank
"MINDTOUCH, INC.",101 West Broadway Suite 1500,SAN DIEGO,CA,92101,541519,Corporation,59,4/15/2020,Silicon Valley Bank
MINERVA INSTITUTE FOR RESEARCH AND SCHOLARSHIP,1145 MARKET ST 9th Floor,SAN FRANCISCO,CA,94103,611310,Non-Profit Organization,80,5/2/2020,Bank of San Francisco
MING ENTERTAINMENT GROUP,2082 BUSINESS CTR DR STE 292,IRVINE,CA,92612,515120,Limited  Liability Company(LLC),500,4/28/2020,Celtic Bank Corporation
MININGER FARMS INC,2870 ROBIN AVE,LIVINGSTON,CA,95334,111211,Corporation,454,6/12/2020,Customers Bank
MINTURN NUT CO INC,8800 MINTURN RD,LE GRAND,CA,95333,115114,Corporation,135,4/15/2020,Mechanics Bank
MINTZ CONCRETE INC,11521 N Darcy Way,PORTER RANCH,CA,91326,238110,Subchapter S Corporation,277,5/14/2020,"JPMorgan Chase Bank, National Association"
"MIRACLE MILE PROPERTIES, LP","4221 WILSHIRE BLVD, SUITE 590",LOS ANGELES,CA,90010,531110,Limited  Liability Company(LLC),150,4/15/2020,Bank of the West
"MISCHLER FINANCIAL GROUP, INC.",1111 Bayside Dr Suite 100,NEWPORT BEACH,CA,92625,523110,Corporation,0,4/27/2020,Live Oak Banking Company
"MISSION AMBULANCE, INC.",1055 East 3rd Street,CORONA,CA,92879,621111,Subchapter S Corporation,,4/30/2020,Celtic Bank Corporation
MISSION AREA HEALTH ASSOCIATES INC,240 Shotwell St,SAN FRANCISCO,CA,94110,813319,Non-Profit Organization,162,4/16/2020,First Republic Bank
MISSION BAY INC.,50 Las Colinas Ln,SAN JOSE,CA,95119,531110,Subchapter S Corporation,170,4/30/2020,Comerica Bank
MISSION ECONOMIC DEVELOPMENT AGENCY (MEDA),2301 MISSION ST,SAN FRANCISCO,CA,94110,813319,Non-Profit Organization,77,4/14/2020,Bank of San Francisco
"MISSION LIQUOR & TOBACCO, INC., A CALIFORNIA CORPORATION",1801 - 1811 WASHINGTON BLVD,PASADENA,CA,91104,447190,Subchapter S Corporation,0,4/5/2020,First Choice Bank
"MISSION NORTH, INC.","1550 Bryant St, Suite 450",SAN FRANCISCO,CA,94103,541810,Corporation,0,4/13/2020,Live Oak Banking Company
"MISSION PAVING AND SEALING, INC",12747 Schabarum Ave,IRWINDALE,CA,91706,238990,Subchapter S Corporation,47,4/14/2020,Citizens Business Bank
MISSION POOLS OF ESCONDIDO,755 GRAND AVE,ESCONDIDO,CA,92025,238990,Corporation,129,4/15/2020,Pacific Western Bank
"MISSION VALLEY FORD TRUCK SALES, INC.",780 E. Brokaw Rd,SAN JOSE,CA,95112,441110,Corporation,60,4/27/2020,Pinnacle Bank
"MISSION VOLKSWAGEN, INC.",32922 Valle Road,SAN JUAN CAPISTRANO,CA,92675,441110,Corporation,98,4/9/2020,"JPMorgan Chase Bank, National Association"
MISTLIN MOTORS,4754 MCHENRY AVE,MODESTO,CA,95356,441110,Corporation,92,4/29/2020,"Bank of America, National Association"
MITAC INFORMATION SYSTEMS CORP.,39889 EUREKA DR,NEWARK,CA,94560,423690,Corporation,161,4/28/2020,"HSBC Bank USA, National Association"
MITCHELL ENGINEERING,1395 Evans Ave,SAN FRANCISCO,CA,94124,237990,Corporation,70,4/9/2020,Boston Private Bank & Trust Company
"MIVA MERCHANT, INC.",16745 West Bernardo Drive Suite 400,SAN DIEGO,CA,92127,541511,Corporation,25,4/27/2020,Western Alliance Bank
"MIXMAX, INC.","512 2nd St, First Floor",SAN FRANCISCO,CA,94107,511210,Corporation,0,4/28/2020,Silicon Valley Bank
MIYAMOTO INTERNATIONAL INC,1450 HALYARD DR STE 1,WEST SACRAMENTO,CA,95691,541330,Corporation,87,5/3/2020,"Bank of America, National Association"
MIYOKO'S KITCHEN,2086 Marina Ave,PETALUMA,CA,94954,311512,Corporation,130,4/29/2020,Silicon Valley Bank
MJ INDUSTRIES,2951 N. VENTURA AVE,VENTURA,CA,93001,484230,Corporation,67,4/11/2020,City National Bank
MJT ENTERPRISES INC,985 GOVERNOR DR,EL DORADO HILLS,CA,95762,561320,Corporation,234,4/30/2020,Central Valley Community Bank
MLADEN BUNTICH CONSTR. CO. INC,1500 W  9TH ST,UPLAND,CA,91786,237110,Corporation,56,4/13/2020,City National Bank
MLSLISTINGS INC,740 Kifer Rd,SUNNYVALE,CA,94086,531110,Corporation,55,4/12/2020,BBVA USA
MOBILE PROGRAMMING LLC,30300 AGOURA RD Suite 140,AGOURA HILLS,CA,91301,541511,Limited  Liability Company(LLC),,4/28/2020,Technology CU
"MOBILE TRAILER WORKS, INC.",825 PARKCENTER DR STE 203,SANTA ANA,CA,92705,811111,Corporation,81,4/28/2020,City National Bank
"MOBILEFORMING, LLC",611 N BRAND BLVD STE 11,GLENDALE,CA,91203,541511,Limited  Liability Company(LLC),78,5/3/2020,"Bank of America, National Association"
"MOBILEMONEY, INC.",941 Calle Negocio,SAN CLEMENTE,CA,92673,522320,Corporation,78,4/29/2020,"Bank of America, National Association"
"MOBILENET SERVICES, INC.","18 MORGAN, SUITE 200",IRVINE,CA,92618,541330,Corporation,90,4/27/2020,Pacific Western Bank
MODERN AIR MECHANICAL,2200 Cooper Ave.,MERCED,CA,95344,238220,Corporation,82,4/15/2020,"Zions Bank, A Division of"
MODERNICA INC,2901 Saco St,VERNON,CA,90058,442110,Corporation,91,5/3/2020,"Bank of America, National Association"
"MODESTO HOSPITALITY, LLC",1150 9th Street 0.0,MODESTO,CA,95354,721110,Limited  Liability Company(LLC),121,4/8/2020,"JPMorgan Chase Bank, National Association"
MODESTO TOYOTA,4513 MCHENRY AVE,MODESTO,CA,95356,441110,Corporation,234,4/30/2020,Comerica Bank
"MODUS ADVANCED, INC.",1575 Greenville Road,LIVERMORE,CA,94550,453998,Corporation,52,4/14/2020,"Readycap Lending, LLC"
"MOEBIUS SOLUTIONS, INC.",6480 WEATHERS PL STE 250,SAN DIEGO,CA,92121,541511,Subchapter S Corporation,65,4/14/2020,Pacific Premier Bank
"MOHAN DIALYSIS CENTER OF COVINA, INC.",158 COLLEGE ST,COVINA,CA,91723,621492,Corporation,90,4/28/2020,Pacific Western Bank
MOJIO USA INC.,300 Orchard City Drive Suite 100A,CAMPBELL,CA,95008,541511,Corporation,0,4/16/2020,Silicon Valley Bank
"MOKRI, VANIS & JONES, LLP",4100 NEWPORT PLACE DR Suite 840,NEWPORT BEACH,CA,92660,541110,Partnership,60,4/15/2020,"Bank of Southern California, National Association"
"MOLLER INVESTMENT GROUP, INC.","6591 COLLINS DR, Suite E-11",MOORPARK,CA,93021,447110,Subchapter S Corporation,183,4/13/2020,City National Bank
MONARCH LITHO INC,1501 DATE ST,MONTEBELLO,CA,90640,323111,Subchapter S Corporation,170,4/9/2020,City National Bank
"MONARCH NUT COMPANY, LLC",786 Road 188,DELANO,CA,93215,111998,Limited  Liability Company(LLC),112,4/27/2020,Greater Nevada CU
"MONARCH VALLEY FARMING, INC",23667 E DINUBA AVENUE,DINUBA,CA,93618,115116,Subchapter S Corporation,300,4/30/2020,Celtic Bank Corporation
MONICA PERLMAN MD INC A PROFESSIONAL MED,9850 GENESEE AVE STE 320,LA JOLLA,CA,92037,621111,Corporation,109,5/3/2020,"Bank of America, National Association"
MONIQUE LHUILLIER INC,4533 Pacific Blvd,VERNON,CA,90058,448120,Corporation,134,5/3/2020,"Bank of America, National Association"
MONTAGE HOTELS & RESORTS LLC,3 Ada Ste 100,IRVINE,CA,92618,721110,Limited  Liability Company(LLC),106,4/16/2020,"Bank of America, National Association"
"MONTALBANO, INC.",780 Serramonte Blvd,COLMA,CA,94014,441110,Subchapter S Corporation,,4/11/2020,Ally Bank
"MONTBLEAU & ASSOCIATES, INC",555 Raven Street,SAN DIEGO,CA,92102,337211,Corporation,,4/13/2020,Banner Bank
MONTE VISTA CHRISTIAN SCHOOL,2 School Way,WATSONVILLE,CA,95076,611110,Non-Profit Organization,120,4/6/2020,Santa Cruz County Bank
"MONTEBELLO AUTO GROUP, LLC",310 w whittier blvd,MONTEBELLO,CA,90640,441110,Limited  Liability Company(LLC),110,4/14/2020,"Harvest Small Business Finance, LLC"
MONTECEDRO INC.,605 E Huntington Drive Ste 207,MONROVIA,CA,91016,623311,Non-Profit Organization,124,4/29/2020,"Bank of America, National Association"
"MONTEREY HOLDINGS, L.P.",444 W. Ocean Blvd,LONG BEACH,CA,90802,721110,Partnership,179,4/14/2020,KeyBank National Association
MONTEREY MARTINI INC.,24560 Silver Cloud Ct,MONTEREY,CA,93940,541990,Corporation,163,4/9/2020,Mechanics Bank
MONTEREY PENINSULA ENGINEERING,192 Healy Ave.,MARINA,CA,93933,541330,Partnership,93,4/15/2020,Mechanics Bank
MONTEREY SPINE & JOINT PROFESSIONAL CORPORATION,12 UPPER RAGSDALE DR,MONTEREY,CA,93940,621111,Corporation,125,4/6/2020,1st Capital Bank
MONTGOMERY RESTAURANT PARTNERS,140 New Montgomery St Ste 1,SAN FRANCISCO,CA,94105,722511,Limited  Liability Company(LLC),95,4/15/2020,First Republic Bank
"MONTICELLI PAINTING AND DECORATING, INC.",1121 Regatta Blvd.,RICHMOND,CA,94804,238320,Corporation,113,5/3/2020,Celtic Bank Corporation
MONTROY SUPPLY COMPANY,2674 Raymond Ave,SIGNAL HILL,CA,90755,423990,Corporation,116,4/12/2020,"MUFG Union Bank, National Association"
MONUMENT CONSTRUCTION INC.,16200 Vineyard Blvd. Ste 100,MORGAN HILL,CA,95037,561730,Subchapter S Corporation,116,4/27/2020,Pinnacle Bank
"MOORE INDUSTRIES-INTERNATIONAL, INC.",16650 Schoenborn Street,NORTH HILLS,CA,91343,335999,Subchapter S Corporation,128,4/15/2020,"Zions Bank, A Division of"
"MOORE TWINING ASSOCIATES, INC.",2527 FRESNO ST,FRESNO,CA,93721,541380,Subchapter S Corporation,93,4/14/2020,Central Valley Community Bank
MOOSE TOYS LLC,737 CAMPUS SQUARE WEST,EL SEGUNDO,CA,90245,339930,Limited  Liability Company(LLC),63,4/28/2020,"HSBC Bank USA, National Association"
MOOV CORPORATION,340 PINE ST STE 401,SAN FRANCISCO,CA,94104,541519,Corporation,41,4/15/2020,"Heritage Bank, National Association"
"MOQUIN PRESS, INC",555 Harbor Blvd,BELMONT,CA,94002,323111,Corporation,62,4/15/2020,Boston Private Bank & Trust Company
"MORENO & ASSOCIATES, INC.",782 Auzerais Ave.,SAN JOSE,CA,95126,423850,Corporation,210,4/27/2020,Avidbank
"MORENO TRENCHING, LTD.",1015 B Airport Road,RIO VISTA,CA,94571,238910,Subchapter S Corporation,61,4/16/2020,Bank of Stockton
"MORGAN THOMAS CAVANAUGH, VMD, INC.",11730 VENTURA BLVD,STUDIO CITY,CA,91604,541940,Subchapter S Corporation,102,4/28/2020,Sunwest Bank
MORNING VIEW HOTELS- BH I LLC,9255 W Sunset Blvd Uppr Ph,WEST HOLLYWOOD,CA,90069,721110,Partnership,127,5/3/2020,"Bank of America, National Association"
MORPHOSIS ARCHITECTS,3440 Wesley Street,CULVER CITY,CA,90232,541310,Corporation,78,4/11/2020,MidFirst Bank
"MORRELL'S ELECTRO PLATING, INC.",436 EAST EUCLID AVENUE,COMPTON,CA,90222,332813,Subchapter S Corporation,,4/28/2020,Farmers & Merchants Bank of Long Beach
"MORRIS & GARRITANO INSURANCE AGENCY, INC.",1122 LAUREL LN,SAN LUIS OBISPO,CA,93401,524210,Subchapter S Corporation,125,4/5/2020,"Lake Forest Bank & Trust Company, National Association"
MORRIS DISTRIBUTING,3800 A LAKEVILLE HWY,PETALUMA,CA,94954,424810,Corporation,87,4/27/2020,Bank of Marin
MORRISON LANDSCAPE INC,1225 E. WAKEHAM AVE,SANTA ANA,CA,92705,238990,Corporation,125,4/8/2020,City National Bank
"MORTGAGE CAPITAL PARTNERS, INC.","12400 Wilshire Blvd, Suite 900 0.0",LOS ANGELES,CA,90025,522292,Subchapter S Corporation,35,4/9/2020,"JPMorgan Chase Bank, National Association"
MORTGAGE CAPITAL TRADING INC.,350 10TH AVE STE 850,SAN DIEGO,CA,92101,541611,Corporation,40,5/1/2020,"JPMorgan Chase Bank, National Association"
"MORTON & PITALO, INC.",75 IRON POINT CIR,FOLSOM,CA,95630,237990,Corporation,0,4/7/2020,Merchants Bank of Commerce
"MORTON GOLF, LLC",3645 Fulton Ave.,SACRAMENTO,CA,95821,713910,Limited  Liability Company(LLC),328,4/6/2020,River City Bank
MOSHAY INC.,6199 Malburg Way,LOS ANGELES,CA,90058,339920,Corporation,122,4/10/2020,1st Source Bank
"MOSS BROS. TOY, INC.",12630 Motor Way,MORENO VALLEY,CA,92555,441110,Subchapter S Corporation,126,4/9/2020,Comerica Bank
"MOSS BROS., INC.",1100 South E ST,SAN BERNARDINO,CA,92408,441110,Subchapter S Corporation,192,4/10/2020,Comerica Bank
"MOSS DEALERSHIP MANAGEMENT, INC",8146 AUTO DR,RIVERSIDE,CA,92504,441110,Subchapter S Corporation,167,4/14/2020,Comerica Bank
MOSS MOTORS LTD,400 Rutherford St. 0.0,GOLETA,CA,93117,441310,Corporation,141,4/9/2020,"JPMorgan Chase Bank, National Association"
"MOSSY AUTOMOTIVE GROUP, INC.",4555 Mission Bay Drive,SAN DIEGO,CA,92109,441110,Subchapter S Corporation,0,4/11/2020,Live Oak Banking Company
"MOSSY FORD, INC.",4570 Mission Bay Drive,SAN DIEGO,CA,92109,441110,Corporation,0,4/11/2020,Live Oak Banking Company
MOTHER LLC,2221 East Washington Boulevard,LOS ANGELES,CA,90021,424330,Limited  Liability Company(LLC),77,4/14/2020,"OneWest Bank, A Division of"
"MOTIV POWER SYSTEMS, INC.",330 Hatch Drive 0.0,FOSTER CITY,CA,94404,335312,Corporation,89,4/9/2020,"JPMorgan Chase Bank, National Association"
"MOTIVATIONAL MARKETING, INC.",15820 EUCLID AVE,CHINO,CA,91708,561422,Corporation,204,5/3/2020,"MUFG Union Bank, National Association"
"MOTIVE ENERGY, INC.",125 E. COMMERCIAL ST,ANAHEIM,CA,92801,423610,Corporation,131,4/14/2020,Fifth Third Bank
MOTIVE POWER INC,201 HIGHLAND AVENUE,PENNGROVE,CA,94931,,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
MOTIVO ENGINEERING LLC,17700 S Figueroa Street,GARDENA,CA,90248,541490,Limited  Liability Company(LLC),0,4/9/2020,First Choice Bank
"MOTOLEASE FUNDING, LLC","5200 W CENTURY BLVD, STE 750",LOS ANGELES,CA,90045,525990,Limited  Liability Company(LLC),115,4/7/2020,East West Bank
MOULTON LOGISTICS MANAGEMENT,7855 HAYVENHURST AVE,VAN NUYS,CA,91406,561990,Corporation,120,4/15/2020,"Citibank, N.A."
"MOUNT HERMON ASSOCIATION, INC",37 Conference Dr,MOUNT HERMON,CA,95041,721110,Non-Profit Organization,315,4/8/2020,Santa Cruz County Bank
MOUNTAIN COMMUNTIES HEALTHCARE DISTRICT,60 EASTER AVE,WEAVERVILLE,CA,96093,622110,Non-Profit Organization,123,4/14/2020,Cornerstone Community Bank
"MOUNTAIN HIGH REUNITED, LLC",24510 State Hwy 2,WRIGHTWOOD,CA,92397,721199,Limited  Liability Company(LLC),469,4/7/2020,"Wintrust Bank, National Association"
MOUNTAIN SHADOWS SUPPORT GROUP,970 LOS VALLECITOS BLVD SUITE 240,SAN MARCOS,CA,92069,624190,Non-Profit Organization,366,4/29/2020,"MUFG Union Bank, National Association"
"MOUNTAIN VALLEY CHILD & FAMILY SERVICES, INC",24077 STATE HIGHWAY 49,NEVADA CITY,CA,95959,624410,Corporation,204,4/29/2020,River Valley Community Bank
MOUNTAIN VALLEYS HEALTH CENTERS,554850 Medical Center Dr,BIEBER,CA,96009,621111,Non-Profit Organization,118,4/15/2020,Tri Counties Bank
MOUNTAIN VIEW HEALTHCARE CENTER,2530 Solace Pl,MOUNTAIN VIEW,CA,94040,623110,Subchapter S Corporation,150,4/28/2020,Customers Bank
"MOUNTZ, INC.",1080 N 11TH ST,SAN JOSE,CA,95112,333612,Corporation,79,4/7/2020,Western Alliance Bank
"MOWERY, THOMASON, INC.",1225 N RED GUM ST,ANAHEIM,CA,92806,238310,Corporation,73,4/28/2020,HomeStreet Bank
MOXA AMERICAS INC,"601 Valencia Avenue, Suite 100",BREA,CA,92823,334118,Corporation,500,5/3/2020,"Zions Bank, A Division of"
MOXIE PICTURES INC,147 N SAN VICENTE BLVD,BEVERLY HILLS,CA,90211,512110,Subchapter S Corporation,122,4/27/2020,City National Bank
MOZZA LLC,641 N Highland Ave,LOS ANGELES,CA,90036,722513,Limited  Liability Company(LLC),170,5/3/2020,"Bank of America, National Association"
MP BIOMEDICALS LLC,9 GODDARD,IRVINE,CA,92618,423450,Limited  Liability Company(LLC),112,5/3/2020,"Bank of America, National Association"
MS INDUSTRIAL SHEET METAL,1731 POMONA RD,CORONA,CA,92880,236210,Corporation,120,4/27/2020,"Harvest Small Business Finance, LLC"
MS2 MEDICAL LLC,3478 Buskirk Ave Ste 218,PLEASANT HILL,CA,94523,423450,Limited  Liability Company(LLC),25,4/15/2020,First Republic Bank
MSA CONSULTING INC,34200 BOB HOPE DR,RANCHO MIRAGE,CA,92270,541330,Corporation,,4/27/2020,Pacific Western Bank
MSI COMPUTER CORP.,901 CANADA CT,CITY OF INDUSTRY,CA,91748,423430,Corporation,150,4/28/2020,Cathay Bank
"MSRCOSMOS, LLC",6200 STONERIDGE MALL RD #300,PLEASANTON,CA,94588,541511,Limited  Liability Company(LLC),47,4/14/2020,Comerica Bank
MSSC INC,6873 Almondine Drive,GARDEN GROVE,CA,92845,541330,Sole Proprietorship,119,4/14/2020,"Readycap Lending, LLC"
MSWEST ENTERPRISES,2057 E YOSEMITE AVE,MANTECA,CA,95336,541618,Corporation,115,4/13/2020,Bank of the West
MTC FINANCIAL INC.,17100 GILLETTE AVE,IRVINE,CA,92614,531390,Corporation,97,4/27/2020,Pacific Western Bank
MTGL INC.,2992 E. LA PALMA AVENUE 'A',ANAHEIM,CA,92806,541380,Subchapter S Corporation,100,4/28/2020,"Zions Bank, A Division of"
MUDRASYS,6200 Stoneridge Mall Rd 300,PLEASANTON,CA,94588,541511,Corporation,37,4/27/2020,"JPMorgan Chase Bank, National Association"
"MUELLER NICHOLLS, INC.",2400 Union Street,OAKLAND,CA,94607,238990,Corporation,75,4/10/2020,California Bank of Commerce
"MUHLHAUSER STEEL, INC.",25825 ADAMS AVE,MURRIETA,CA,92562,532490,Corporation,102,4/13/2020,Pacific Premier Bank
MULLIGAN FUNDING LLC,4715 Viewridge Ave Suite 100,SAN DIEGO,CA,92123,522298,Limited  Liability Company(LLC),61,4/28/2020,"Bank of America, National Association"
"MULTI MECHANICAL, INC.",469 E BLAINE ST,CORONA,CA,92879,238990,Corporation,110,4/16/2020,First Foundation Bank
MULTIPLIER,405 14th St Ste 164,OAKLAND,CA,94612,813319,Non-Profit Organization,89,4/13/2020,"CRF Small Business Loan Company, LLC"
"MUNGER BROS., LLC",786 Road 188,DELANO,CA,93215,111998,Limited  Liability Company(LLC),130,4/27/2020,Greater Nevada CU
"MURANAKA FARM, INC.",5160 GABBERT RD,MOORPARK,CA,93021,111219,Corporation,161,4/29/2020,Bank of the West
"MURCHISON & CUMMING, LLP",801 S GRAND AVENUE 9TH FLOOR,LOS ANGELES,CA,90017,541110,Limited Liability Partnership,137,4/9/2020,American Business Bank
"MURCOR, INC.",740 Corporate Center Dr. Suite 1000,POMONA,CA,91768,531320,Subchapter S Corporation,132,4/29/2020,Comerica Bank
"MURPHY INDUSTRIAL COATINGS, INC.",2704 GUNDRY AVE,SIGNAL HILL,CA,90755,238990,Corporation,60,4/11/2020,American Business Bank
"MURPHY O'BRIEN, INC.",11444 W OLYMPIC BLVD SUITE 600,LOS ANGELES,CA,90064,541820,Subchapter S Corporation,31,4/9/2020,City National Bank
"MURPHY, MURPHY, & MURPHY, INC.",5665 PLAZA DR STE 350,CYPRESS,CA,90630,523930,Subchapter S Corporation,69,4/10/2020,City National Bank
"MURPHY, PEARSON, BRADLEY, & FEENEY, A PROFESSIONAL CORPORATION","580 California Street, Suite 1100",SAN FRANCISCO,CA,94104,541110,Corporation,87,4/9/2020,Beneficial State Bank
"MURREN, LLC","22 4th street, 14th floor",SAN FRANCISCO,CA,94103,541612,Limited  Liability Company(LLC),96,4/7/2020,City National Bank of Florida
MURRIETTA CURCUITS,5000 E LANDON DR,ANAHEIM,CA,92807,721110,Corporation,93,4/12/2020,Pacific Enterprise Bank
"MUSEUM OF CONTEMPORARY ART, THE",250 S GRAND AVE,LOS ANGELES,CA,90012,712110,Non-Profit Organization,129,6/9/2020,Carter FCU
"MV MEDICAL MANAGEMENT, INC.",1860 Colorado Blvd Ste #200,LOS ANGELES,CA,90041,561110,Corporation,88,4/27/2020,Riverview Bank
MWH LLC,THOMAS MICHAEL SIMMS JR,EL SEGUNDO,CA,90245,551112,Limited  Liability Company(LLC),64,4/14/2020,"MUFG Union Bank, National Association"
MWLA INC,8780 National Blvd,CULVER CITY,CA,90232,611110,Non-Profit Organization,94,4/28/2020,"U.S. Bank, National Association"
"MX4, INC.",795 Tucker Rd,TEHACHAPI,CA,93561,722513,Subchapter S Corporation,236,4/27/2020,CBW Bank
"MXB BATTERY OPERATIONS, LP",717 Battery St,SAN FRANCISCO,CA,94111,441310,Partnership,182,5/1/2020,"JPMorgan Chase Bank, National Association"
"MY CHEVROLET, INC.",444 Auto Center Circle,SALINAS,CA,93907,441110,Corporation,83,4/27/2020,"MUFG Union Bank, National Association"
"MY CHEVROLET, INC.",444 AUTO CENTER CIR,SALINAS,CA,93907,441110,Corporation,83,5/3/2020,"MUFG Union Bank, National Association"
MY LIFE FOUNDATION INC,8616 LA TIJERA BLVD STE 407,LOS ANGELES,CA,90045,813410,Non-Profit Organization,270,5/3/2020,"Bank of America, National Association"
"MYA SYSTEMS, INC",351 California St Mezzanine Level,SAN FRANCISCO,CA,94104,511210,Corporation,52,4/14/2020,Silicon Valley Bank
MYERS & SONS CONSTRUCTION LLC,4600 Northgate Blvd Ste 100,SACRAMENTO,CA,95834,237310,Corporation,96,4/30/2020,"Bank of America, National Association"
MYERS &AMP; SONS HI-WAY SAFETY INC,13310 5TH STREET,CHINO,CA,91710,334290,Trust,,5/3/2020,"Wells Fargo Bank, National Association"
