zip,businessname,address,city,state,naicscode,businesstype,jobsretained,dateapproved,lender
90604,HELPLINE YOUTH COUNSELING,14181 Telegraph Road,WHITTIER,CA,624190.0,Corporation,86.0,4/10/2020,Farmers & Merchants Bank of Long Beach
92860,HEMBORG FORD,1900 HAMNER AVE,NORCO,CA,441110.0,Subchapter S Corporation,107.0,4/28/2020,Citizens Business Bank
95682,HEMINGTON LANDSCAPE SERVICES INC,4170 Business Drive,CAMERON PARK,CA,561730.0,Subchapter S Corporation,108.0,5/4/2020,Celtic Bank Corporation
91203,HEMODIALYSIS INC,710 WEST WILSON AVE,GLENDALE,CA,621493.0,Corporation,124.0,4/28/2020,Citizens Business Bank
94538,HENGENIX BIOTECH INC,46421 LANDING PKWY,FREMONT,CA,621511.0,Corporation,48.0,5/11/2020,"Bank of America, National Association"
95119,"HENLEY RESTAURANTS, INC",6830 Via Del Oro Ste 101,SAN JOSE,CA,722513.0,Subchapter S Corporation,419.0,4/10/2020,"Bremer Bank, National Association"
95688,HENNER TANK LINES INC.,2201 E MONTE VISTA AVE,VACAVILLE,CA,484220.0,Subchapter S Corporation,0.0,4/7/2020,Five Star Bank
91770,HERALD CHRISTIAN HEALTH CENTER,8841 Garvey Ave,ROSEMEAD,CA,621498.0,Corporation,160.0,4/27/2020,East West Bank
94903,"HERB'S POOL SERVICE, INC",3769 REDWOOD HWY,SAN RAFAEL,CA,238990.0,Subchapter S Corporation,83.0,4/28/2020,Exchange Bank
90245,"HERBER AIRCRAFT SERVICES, INC.",1401 FRANKLIN AVE,EL SEGUNDO,CA,423860.0,Corporation,76.0,4/8/2020,City National Bank
94133,"HERBIVORE BOTANICALS, LLC",900 Kearny Street Suite 500,SAN FRANCISCO,CA,325620.0,Limited  Liability Company(LLC),47.0,4/14/2020,Silicon Valley Bank
92570,HERCA TELECOMM SERVICES INC,18610 BECK ST,PERRIS,CA,423810.0,Corporation,57.0,5/3/2020,"Bank of America, National Association"
92243,HERITAGE FARMS,610 E HOLTON RD,EL CENTRO,CA,111219.0,Limited  Liability Company(LLC),240.0,4/15/2020,Mechanics Bank
91942,"HERITAGE LANDSCAPE SERVICES, INC.",8333 Case St. Ste.  B,LA MESA,CA,561730.0,Corporation,500.0,5/3/2020,"Zions Bank, A Division of"
92870,HERITAGE PLASTERING INC.,930 Lawrence St. #B,PLACENTIA,CA,236116.0,Corporation,325.0,4/27/2020,"Bank of Southern California, National Association"
90220,HF GROUP INC,203 W ARTESIA BLVD,COMPTON,CA,541330.0,Corporation,71.0,4/28/2020,American Business Bank
94965,HFF OAK VENTURE LLC,123 2ND ST,SAUSALITO,CA,722511.0,Limited  Liability Company(LLC),86.0,4/5/2020,California Bank of Commerce
94608,HGH ELECTRIC INC,3032 MARKET STREET,OAKLAND,CA,238210.0,Corporation,0.0,5/8/2020,"Wells Fargo Bank, National Association"
90040,"HHM MANAGEMENT, INC.",2639 COMMERCE WAY,COMMERCE,CA,561110.0,Subchapter S Corporation,49.0,5/1/2020,"JPMorgan Chase Bank, National Association"
90232,HI LLC,10361 Jefferson Blvd,CULVER CITY,CA,621511.0,Limited  Liability Company(LLC),85.0,4/27/2020,"Citibank, N.A."
90621,"HI-TECH LABELS, INCORPORATED",8530 Roland St,BUENA PARK,CA,332710.0,Corporation,62.0,4/28/2020,"Bank of America, National Association"
94612,HIBSER YAMAUCHI ARCHITECTS INC,300 27th Street,OAKLAND,CA,541310.0,Corporation,68.0,4/9/2020,Stearns Bank National Association
92029,"HIDDEN VALLEY INVESTMENTS, INC.",1550 Auto Park Way,ESCONDIDO,CA,441110.0,Corporation,110.0,4/14/2020,"Zions Bank, A Division of"
92394,HIGH DESERT CHURCH,14545 Hook Blvd,VICTORVILLE,CA,813110.0,Non-Profit Organization,174.0,4/15/2020,"Flagstar Bank, FSB"
94510,"HIGH END DEVELOPMENT, INC.",665 STONE RD,BENICIA,CA,236220.0,Corporation,80.0,4/9/2020,Umpqua Bank
94568,HIGH ROLLERS INC,5748 Kingmill Ter,DUBLIN,CA,722513.0,Subchapter S Corporation,422.0,4/12/2020,"BankUnited, National Association"
92110,HIGHBURY DEFENSE GROUP,2725 CONGRESS ST,SAN DIEGO,CA,541330.0,Corporation,69.0,4/13/2020,HomeStreet Bank
92630,HIGHER GROUND EDUCATION INC.,10 ORCHARD,LAKE FOREST,CA,541618.0,Corporation,65.0,4/11/2020,Sunwest Bank
90036,"HIGHLAND WELLNESSCARE, LLC DBA TACOMA NU",106 S HIGHLAND AVE,LOS ANGELES,CA,623110.0,Limited  Liability Company(LLC),98.0,5/1/2020,"JPMorgan Chase Bank, National Association"
93727,"HIGHLANDS DIVERSIFIED, INC.","5114 E Clinton Way, Suite 111",FRESNO,CA,238990.0,Corporation,170.0,4/28/2020,United Security Bank
96001,"HIGHWAY SPECIALTY CO, INC",6591 Eastside Rd.,REDDING,CA,237310.0,Corporation,65.0,4/14/2020,Tri Counties Bank
94111,"HIGHWIRE PUBLIC RELATIONS, INC.",727 Sansome St Ste 100,SAN FRANCISCO,CA,541810.0,Subchapter S Corporation,94.0,4/14/2020,First Republic Bank
95993,"HILBERS, INC.",770 N. WALTON AVE,YUBA CITY,CA,236220.0,Corporation,85.0,4/5/2020,Tri Counties Bank
94080,HILDA AND ALICE INC,584 Eccles Ave.,SOUTH SAN FRANCISCO,CA,424480.0,Corporation,67.0,4/14/2020,Bank of the West
96084,HILL COUNTRY COMMUNITY CLINIC,29632 Highway 299 East,ROUND MOUNTAIN,CA,621111.0,Non-Profit Organization,156.0,4/11/2020,Tri Counties Bank
90807,HILL CRANE SERVICE INC,3333 CHERRY AVENUE,LONG BEACH,CA,532412.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
95032,"HILLBROOK SCHOOL, EDUCATIONAL SCHOOL",300 Marchmont Dr,LOS GATOS,CA,611110.0,Non-Profit Organization,86.0,4/8/2020,Western Alliance Bank
91344,HILLCREST CHRISTIAN SCHOOL,17531 RINALDI STREET,GRANADA HILLS,CA,611110.0,Non-Profit Organization,162.0,4/28/2020,Western Alliance Bank
92879,"HILLCREST CONTRACTING, INC.",1457 CIRCLE CITY DR,CORONA,CA,236220.0,Corporation,113.0,4/29/2020,Citizens Business Bank
90212,HILLEL HEBREW ACADEMY,9120 W OLYMPIC BLVD,BEVERLY HILLS,CA,611110.0,Non-Profit Organization,155.0,4/11/2020,Western Alliance Bank
95131,"HILLHOUSE CONSTRUCTION COMPANY, INC.",140 CHARCOT AVE,SAN JOSE,CA,236220.0,Corporation,44.0,4/10/2020,Technology CU
95945,HILLS FLAT LUMBER CO INC,380 RAILROAD AVE,GRASS VALLEY,CA,444110.0,Corporation,157.0,4/28/2020,Tri Counties Bank
95303,"HILLTOP RANCH, INC.",13890 Loony Rd,BALLICO,CA,541990.0,Corporation,174.0,4/8/2020,Mechanics Bank
94588,"HINT, INC.",7901 Stoneridge Dr Ste 150,PLEASANTON,CA,621111.0,Corporation,87.0,5/3/2020,"Bank of America, National Association"
94947,HIRED HANDS INC.,1744 Novato Boulevard Suite 200,NOVATO,CA,621610.0,Corporation,153.0,4/11/2020,"MUFG Union Bank, National Association"
90248,HISPANIC SCHOLARSHIP FUND,1411 W 190TH ST STE 700,GARDENA,CA,813219.0,Non-Profit Organization,0.0,4/9/2020,"Wells Fargo Bank, National Association"
91746,"HITEX DYEING & FINISHING, INC.",355 N VINELAND AVE,CITY OF INDUSTRY,CA,333999.0,Corporation,110.0,4/14/2020,Sunwest Bank
94607,HKIT ARCHITECTS,538 9TH STREET #240,OAKLAND,CA,541310.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
94585,"HL EIGHTY-ONE, INC. DBA MEINEKE CAR CARE  CENTER OF FAIRFIELD",131 Sunset Avenue E331,SUISUN CITY,CA,811111.0,Corporation,92.0,4/15/2020,"JPMorgan Chase Bank, National Association"
91105,"HMH EMERGENCY MEDICAL GROUP, INC",100 California Blvd.,PASADENA,CA,621111.0,Corporation,42.0,4/28/2020,"MUFG Union Bank, National Association"
95131,HMH ENGINEERS,1570 OAKLAND RD,SAN JOSE,CA,541330.0,Corporation,72.0,4/28/2020,First Bank
95742,HMI INDUSTRIAL CONTRACTORS INC,3899 SECURITY PARK DR.,RANCHO CORDOVA,CA,238290.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
93250,HMN INCORPORATED,755 Azurite Avenue,MCFARLAND,CA,111998.0,Subchapter S Corporation,464.0,5/14/2020,Cross River Bank
92780,HMWC CPAS & BUSINESS ADVISORS,17501 E. 17TH ST STE. 100,TUSTIN,CA,541211.0,Corporation,20.0,4/4/2020,City National Bank
92075,HNM SYSTEMS INC,"505 lomas santa fe dr, suite 150",SOLANA BEACH,CA,561320.0,Corporation,113.0,4/27/2020,Endeavor Bank
92020,HOBAN MANAGEMENT INC.,215 W Lexington Ave,EL CAJON,CA,531311.0,Subchapter S Corporation,119.0,4/29/2020,First Republic Bank
95695,"HOBLIT CHRYSLER JEEP DODGE, INC.",333 MAIN ST,WOODLAND,CA,441110.0,Corporation,,4/10/2020,Ally Bank
92069,"HOCKING INTERNATIONAL LABORATORIES, LLC",980 Rancheros Drive,SAN MARCOS,CA,325998.0,Limited  Liability Company(LLC),125.0,4/14/2020,BMO Harris Bank National Association
94608,"HODO, INC.",2923 ADELINE ST,EMERYVILLE,CA,311999.0,Corporation,175.0,4/13/2020,City National Bank
92018,"HOEHN JLR, INC.",PO Box 789,CARLSBAD,CA,441110.0,Subchapter S Corporation,59.0,4/13/2020,"Zions Bank, A Division of"
94080,HOEM & ASSOCIATES INC,951 Linden Avenue,SOUTH SAN FRANCISCO,CA,238330.0,Corporation,117.0,4/28/2020,Tri Counties Bank
91403,"HOFFMAN BROWN COMPANY, AN INSURANCE AGENCY",5000 Van Nuys Bl 6th Floor,SHERMAN OAKS,CA,524210.0,Subchapter S Corporation,58.0,4/3/2020,American Business Bank
94607,HOFFMAN/LEWIS DBA H&L PARTNERS,100 WEBSTER ST 1st Floor,OAKLAND,CA,512110.0,Partnership,101.0,4/15/2020,Comerica Bank
95113,"HOGE FENTON JONES & APPEL, INC.","60 South Market., #1400",SAN JOSE,CA,541110.0,Corporation,77.0,4/6/2020,Western Alliance Bank
90248,HOLIDAY GARDEN US,1540 W Artesia Square Unit D,GARDENA,CA,721110.0,Corporation,239.0,4/28/2020,"Bank of America, National Association"
92069,HOLLAND MOTOR HOMES,251 Travelers Way,SAN MARCOS,CA,441110.0,Corporation,109.0,4/30/2020,Bank of the West
93013,"HOLLANDIA PRODUCE, LP",1550 SANTA MONICA RD,CARPINTERIA,CA,111219.0,Partnership,136.0,4/27/2020,Montecito Bank & Trust
90033,HOLLENBECK PALMS,573 S BOYLE AVE,LOS ANGELES,CA,623110.0,Non-Profit Organization,30.0,4/9/2020,Western Alliance Bank
95037,HOLLISTER ACE HARDWARE,600 TENNANT AVE,MORGAN HILL,CA,444130.0,Corporation,161.0,4/15/2020,Pinnacle Bank
90028,HOLLYWOOD AMOEBA INC.,6400 W SUNSET BLVD,LOS ANGELES,CA,443142.0,Corporation,178.0,4/9/2020,City National Bank
90028,"HOLLYWOOD MOTOR CARS, LLC",6000 HOLLYWOOD BLVD,LOS ANGELES,CA,441110.0,Limited  Liability Company(LLC),102.0,4/29/2020,Comerica Bank
91304,HOLMAN PROFESSIONAL COUNSELING CENTERS,8511 FALLBROOK AVE FL 4,CANOGA PARK,CA,,Corporation,99.0,5/1/2020,"JPMorgan Chase Bank, National Association"
94104,HOLMES STRUCTURES,"235 Montgomery Street, Suite 1250",SAN FRANCISCO,CA,541330.0,Partnership,70.0,4/14/2020,Bank of the West
94014,HOLY CROSS CEMETERY AND MAUSOLEUM,1500 Mission Road,COLMA,CA,812220.0,Non-Profit Organization,57.0,4/15/2020,Bank of San Francisco
91316,HOLY MARTYRS ARMENIAN APOSTOLIC CHURCH INC.,5300 WHITE OAK AVE,ENCINO,CA,813110.0,Non-Profit Organization,135.0,4/28/2020,Pacific Western Bank
95240,"HOLZ RUBBER COMPANY, INC",1129 S Sacramento St,LODI,CA,326291.0,Corporation,,4/14/2020,Farmers & Merchants Bank of Central California
91436,"HOMAK ENTERPRISES, INC",15700 VENTURA BLVD,ENCINO,CA,722513.0,Corporation,339.0,4/15/2020,Bank of Hope
94526,HOME CONSIGNMENT CENTER,319 Diablo Rd. Suite 218,DANVILLE,CA,453310.0,Partnership,260.0,4/11/2020,Fremont Bank
93003,"HOME COUNTY PIZZA, INC.",1811 KNOLL DR,VENTURA,CA,722513.0,Corporation,338.0,4/28/2020,Pacific Western Bank
90014,HOME EC INC.,706 South Hill Street 1060,LOS ANGELES,CA,541511.0,Corporation,107.0,6/29/2020,Silicon Valley Bank
90012,HOMEBOY INDUSTRIES,130 BRUNO ST,LOS ANGELES,CA,311811.0,Non-Profit Organization,164.0,4/8/2020,City National Bank
94022,HOMECARE CALIFORNIA INC.,"885 N. San Antonio Rd., Suite R.",LOS ALTOS,CA,621610.0,Subchapter S Corporation,123.0,4/14/2020,Boston Private Bank & Trust Company
94538,"HOMELEGANCE, INC.",48200 FREMONT BLVD,FREMONT,CA,423220.0,Corporation,128.0,4/28/2020,Cathay Bank
90026,HOMELESS HEALTH CARE LOS ANGELES,1282 W 2ND ST,LOS ANGELES,CA,621999.0,Non-Profit Organization,131.0,4/28/2020,Manufacturers Bank
94110,HOMELESS PRENATAL PROGRAM,2500 18th St,SAN FRANCISCO,CA,813319.0,Non-Profit Organization,108.0,4/10/2020,"CRF Small Business Loan Company, LLC"
96141,"HOMEWOOD OPERATIONS MANAGEMENT, LLC",5190 West Lake Blvd,HOMEWOOD,CA,531120.0,Limited  Liability Company(LLC),115.0,4/12/2020,First Republic Bank
92373,HONDA FRAMING INC,618 AMIGOS DR SUITE A,REDLANDS,CA,238130.0,Subchapter S Corporation,0.0,4/14/2020,"C3Bank, National Association"
92618,"HONEYBAKED HAM, INC.",29 Musick,IRVINE,CA,445299.0,Cooperative,150.0,4/15/2020,"Bank of America, National Association"
90064,"HONK TECHNOLOGIES, INC.",2251 Barry Ave,LOS ANGELES,CA,511210.0,Corporation,27.0,4/15/2020,Silicon Valley Bank
96003,HONOLUA BAY HOLDINGS LLC,2120 BENTON DR,REDDING,CA,623110.0,Limited  Liability Company(LLC),90.0,4/15/2020,"BOKF, National Association"
95113,"HOOD & STRONG, LLP",60 MARKET ST,SAN JOSE,CA,541211.0,Limited Liability Partnership,97.0,4/5/2020,City National Bank
95677,HOOKED ON SOLAR INC.,2571 WARREN DR,ROCKLIN,CA,238990.0,Subchapter S Corporation,114.0,4/11/2020,Tri Counties Bank
92881,"HOOSIER PLASTIC FABRICATION, INC",1152 California Ave,CORONA,CA,332710.0,Corporation,80.0,4/9/2020,Pacific Mercantile Bank
91107,HOP LLC,1965 East Foothill Blvd 0.0,PASADENA,CA,441110.0,Limited  Liability Company(LLC),103.0,4/11/2020,"JPMorgan Chase Bank, National Association"
90007,HOP SKIP DRIVE INC,1320 E. 7th St Suite 200,LOS ANGELES,CA,488999.0,Corporation,102.0,4/14/2020,"Newtek Small Business Finance, Inc."
94568,"HOPE HOSPICE, INC.",6377 CLARK AVE,DUBLIN,CA,621610.0,Non-Profit Organization,107.0,4/27/2020,Bank of San Francisco
91732,"HOPE HOUSE FOR THE MULTIPLE-HANDICAPPED, INC",4215 NORTH PECK RD,EL MONTE,CA,623990.0,Non-Profit Organization,200.0,4/28/2020,"Chino Commercial Bank, N.A."
91303,HORIZON 5 LAKES LLC,22107 Cajun Court,LOS ANGELES,CA,423510.0,Limited  Liability Company(LLC),71.0,5/27/2020,"BSD Capital, LLC dba Lendistry"
91303,HORIZON 5 LAKES LLC,22107 Cajun Ct,CANOGA PARK,CA,423510.0,Limited  Liability Company(LLC),71.0,6/1/2020,Cross River Bank
92067,HORIZON CHRISTIAN FELLOWSHIP RANCHO SANTA FE,6365 El Apajo,RANCHO SANTA FE,CA,813110.0,Non-Profit Organization,130.0,4/5/2020,"Bank of Southern California, National Association"
95834,"HORIZON GOVERNMENT SERVICES, INC.",3841 N FREEWAY BLVD STE 120,SACRAMENTO,CA,561311.0,Corporation,147.0,5/26/2020,Umpqua Bank
92649,HORIZON HEALTH & SUB ACUTE LLC,15472 Chemical Lane,HUNTINGTON BEACH,CA,623110.0,Limited  Liability Company(LLC),264.0,4/16/2020,CIBC Bank USA
92614,"HORIZON LIGHTING, INC.",2351 MCGAW AVE,IRVINE,CA,238210.0,Corporation,137.0,4/8/2020,American Business Bank
92865,"HORIZON OXYGEN AND MEDICAL EQUIPMENT, INC.",1837 N Neville St,ORANGE,CA,532283.0,Subchapter S Corporation,190.0,4/27/2020,First Foundation Bank
92626,"HORIZON SALES HOLDING COMPANY, LLC","3187 RED HILL AVE, SUITE 125",COSTA MESA,CA,424410.0,Subchapter S Corporation,83.0,4/13/2020,Citizens Business Bank
90232,"HORNET ANIMATIONS, INC.",3962 Ince Blvd,CULVER CITY,CA,512191.0,Corporation,12.0,4/10/2020,"JPMorgan Chase Bank, National Association"
92056,HORTICULTURAL VENTURES,4616 NORTH AVE,OCEANSIDE,CA,541320.0,Corporation,138.0,5/3/2020,"U.S. Bank, National Association"
92101,"HORTON, OBERRECHT, KIRKPATRICK & MARTHA APC",101 W BROADWAY,SAN DIEGO,CA,541110.0,Corporation,70.0,4/27/2020,First Bank
95503,HOSPICE OF HUMBOLDT,3327 TIMBER FALL CT,EUREKA,CA,623110.0,Corporation,99.0,4/7/2020,Redwood Capital Bank
95207,HOSPICE OF SAN JOAQUIN,3888 Pacific Ave,STOCKTON,CA,621610.0,Non-Profit Organization,125.0,4/7/2020,Bank of Stockton
94598,"HOSPITALITY PURCHASING GROUP INTERNATIONAL, LLC",350 N Wiget Lane Suite 210 0.0,WALNUT CREEK,CA,561210.0,Limited  Liability Company(LLC),60.0,4/8/2020,"JPMorgan Chase Bank, National Association"
90040,"HOSPITALITY WORKS, LLC",2501 S. Malt Ave. 0.0,LOS ANGELES,CA,335122.0,Limited  Liability Company(LLC),29.0,4/9/2020,"JPMorgan Chase Bank, National Association"
94607,"HOTEL SLO, LLC","580 Second Street, Suite 260",OAKLAND,CA,721110.0,Limited  Liability Company(LLC),151.0,4/28/2020,Avidbank
90502,HOTTA LIESENBERG SAITO LLP,970 W 190TH ST SUITE 900,TORRANCE,CA,541211.0,Limited Liability Partnership,84.0,5/3/2020,"MUFG Union Bank, National Association"
92663,"HOUALLA ENTERPRISES, LTD.",2610 AVON ST Ste. A,NEWPORT BEACH,CA,236220.0,Corporation,60.0,4/4/2020,American Business Bank
94010,HOUSE CO CONSTRUCTION,1325 HOWARE AVE. #702,BURLINGAME,CA,236115.0,Sole Proprietorship,,5/3/2020,"Wells Fargo Bank, National Association"
90057,HOUSE EAR CLINIC A MEDICAL GROUP INC.,2100 W 3RD ST STE 111,LOS ANGELES,CA,621111.0,Corporation,69.0,4/30/2020,First-Citizens Bank & Trust Company
91724,"HOWARD J. CHUDLER &AMP; ASSOCIATES, INC.",1274 Center Court Dr,COVINA,CA,541611.0,Subchapter S Corporation,260.0,5/1/2020,"JPMorgan Chase Bank, National Association"
91767,"HOWARD ROOFING COMPANY, INCORPORATED",245 N. MOUNTAIN VIEW AVE,POMONA,CA,238160.0,Corporation,180.0,4/30/2020,Citizens Business Bank
90631,"HOWARD'S APPLIANCES, INC.",901 E IMPERIAL HWY,LA HABRA,CA,443141.0,Employee Stock Ownership Plan(ESOP),125.0,4/27/2020,Citizens Business Bank
95010,"HPT MOTORS, LLC",4200 Auto Plaza Dr,CAPITOLA,CA,441110.0,Limited  Liability Company(LLC),125.0,4/7/2020,Toyota Financial Savings Bank
91355,"HRD AERO SYSTEMS, INC.",25555 Ave Stanford 0.0,VALENCIA,CA,811310.0,Corporation,60.0,4/8/2020,"JPMorgan Chase Bank, National Association"
90505,"HSI GROUP, INC.",3445 KASHIWA ST,TORRANCE,CA,541330.0,Corporation,75.0,5/3/2020,"MUFG Union Bank, National Association"
94577,HSSG INC.,2450 WASHINGTON AVE STE 285,SAN LEANDRO,CA,424410.0,Corporation,190.0,4/10/2020,California Bank of Commerce
94103,HUCKBERRY INC.,351 Harriet Street,SAN FRANCISCO,CA,454110.0,Corporation,102.0,4/13/2020,Radius Bank
95356,"HUFF CONSTRUCTION COMPANY, INC.",4917 STODDARD RD,MODESTO,CA,236220.0,Subchapter S Corporation,51.0,4/14/2020,Oak Valley Community Bank
92101,"HUGHES MARINO, INC",1450 Front Street,SAN DIEGO,CA,531390.0,Subchapter S Corporation,49.0,4/27/2020,CalPrivate Bank
92121,"HUMAN LONGEVITY, INC. (HLI)",4570 EXECUTIVE DRIVE,SAN DIEGO,CA,541715.0,Corporation,73.0,4/29/2020,"Bank of America, National Association"
95035,HUMAN SOCIETY SILICON VALLEY,901 Ames Ave,MILPITAS,CA,813319.0,Non-Profit Organization,104.0,4/9/2020,"CRF Small Business Loan Company, LLC"
95501,HUMBOLDT FUELS INC.,1324 5TH ST,EUREKA,CA,454310.0,Subchapter S Corporation,,4/12/2020,"Citizens Bank, National Association"
95521,HUMBOLDT STATE UNIVERSITY CENTER BOFD,1 HARPST ST,ARCATA,CA,611310.0,Non-Profit Organization,450.0,5/3/2020,"U.S. Bank, National Association"
93727,"HUME LAKE CHRISTIAN CAMPS, INC.",5545 E Hedges Ave,FRESNO,CA,813110.0,Non-Profit Organization,0.0,4/8/2020,Endeavor Bank
95207,HUMPHREYS UNIVERSITY,6650 INGLEWOOD AVE,STOCKTON,CA,611310.0,Non-Profit Organization,130.0,4/6/2020,Oak Valley Community Bank
93111,HUNOT RETARDANT COMPANY,5276 HOLLISTER AVE STE. 202,SANTA BARBARA,CA,,Sole Proprietorship,,5/3/2020,"Wells Fargo Bank, National Association"
92121,"HUNSAKER & ASSOCIATES SAN DIEGO, INC.",9707 WAPLES ST,SAN DIEGO,CA,541330.0,Corporation,68.0,4/28/2020,Pacific Western Bank
95119,"HUNT & HENRIQUES, ATTORNEYS AT LAW",151 Bernal Rd Ste 8,SAN JOSE,CA,541110.0,Partnership,131.0,4/27/2020,"Bank of America, National Association"
92660,HUNT PACIFIC MANAGEMENT CORPORATION,26 CORPORATE PLAZA DR Suite 270,NEWPORT BEACH,CA,531311.0,Corporation,,4/7/2020,First Merchants Bank
92870,"HUNTER ENVIRONMENTAL SERVICES, INC.",711 FEE ANA ST,PLACENTIA,CA,561720.0,Corporation,100.0,4/6/2020,City National Bank
94124,HUNTERS POINT FAMILY,STE 420 1800 OAKDALE AVE,SAN FRANCISCO,CA,624110.0,Non-Profit Organization,150.0,5/3/2020,"Bank of America, National Association"
91105,HUNTINGTON MEDICAL RESEARCH INSTITUTES,686 S FAIR OAKS AVE,PASADENA,CA,541715.0,Non-Profit Organization,50.0,4/11/2020,City National Bank
94539,HURRICANE ELECTRIC LLC,760 Mission Court,FREMONT,CA,518210.0,Limited  Liability Company(LLC),87.0,4/27/2020,"Harvest Small Business Finance, LLC"
94105,"HUSTLE, INC",959 MARKET ST,SAN FRANCISCO,CA,511210.0,Corporation,23.0,5/18/2020,Evolve Bank & Trust
95742,HV HOUSTON DEVELOPMENT INC,11211 POINT EAST DRIVE,RANCHO CORDOVA,CA,721110.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
92507,"HY-TECH TILE, INC.",1355 PALMYRITA AVE,RIVERSIDE,CA,327991.0,Corporation,131.0,4/27/2020,Pacific Premier Bank
90630,HYATT DIE CAST & ENGINEERING CORP.,4656 Lincoln Ave.,CYPRESS,CA,331523.0,Subchapter S Corporation,138.0,4/4/2020,American Business Bank
91355,"HYDRO SYSTEMS, INC.",29132 AVENUE PAINE,VALENCIA,CA,423720.0,Corporation,,4/10/2020,Pacific Western Bank
94954,"HYDROPOINT DATA SYSTEMS, INC.",CORPORATE CIR,PETALUMA,CA,221310.0,Corporation,69.0,4/27/2020,Avidbank
92618,"HYPER ICE, INC.",525 TECHNOLOGY DR Suite 100,IRVINE,CA,339920.0,Corporation,126.0,4/13/2020,CommerceWest Bank
90017,"HYPOTHESIS, INC.",811 W. 7TH ST Suite 600,LOS ANGELES,CA,541990.0,Corporation,66.0,4/7/2020,Pacific Premier Bank
91911,"HYSPAN PRECISION PRODUCTS, INC",1685 BRANDYWINE AVE,CHULA VISTA,CA,332999.0,Corporation,118.0,4/10/2020,Comerica Bank
94040,HYTRUST INC,1975 W EL CAMINO Suite 203,MOUNTAIN VIEW,CA,541511.0,Corporation,53.0,4/15/2020,Silicon Valley Bank
90230,I AM BEYOND LLC,11248 PLAYA CT STE A,CULVER CITY,CA,611699.0,Limited  Liability Company(LLC),65.0,4/15/2020,City National Bank
92860,I STAFF BUSINESS SERVICE INC,1700 HAMNER AVENUE SUITE 201,NORCO,CA,561312.0,Corporation,190.0,4/28/2020,"Citibank, N.A."
90037,IAN CONSULTING LLC,2147 AVENDA DE LA PLAYA,LOS ANGELES,CA,541990.0,Limited  Liability Company(LLC),64.0,4/28/2020,"Citibank, N.A."
90232,IBH ROME LLC,8820 WASHINGTON BLVD,CULVER CITY,CA,722511.0,Limited  Liability Company(LLC),102.0,4/27/2020,DR Bank
92612,ICL SYSTEMS INC,19782 MACARTHUR BLVD STE 260,IRVINE,CA,541512.0,Corporation,62.0,5/3/2020,"Bank of America, National Association"
91411,"ICON MEDIA DIRECT, INC.",5910 Lemona Avenue,SHERMAN OAKS,CA,541830.0,Subchapter S Corporation,82.0,4/10/2020,Bank of the West
90057,ICON WEST INC,520 S LA FAYETTE PARK PL 503,LOS ANGELES,CA,236210.0,Corporation,87.0,4/7/2020,Partners Bank of California
90501,ICPK CORPORATION,22625 S WESTERN AVE,TORRANCE,CA,999990.0,Corporation,233.0,5/3/2020,"Bank of America, National Association"
95119,ICS INTEGRATED COMMUNICATION SYSTEMS,6680 VIA DEL ORO,SAN JOSE,CA,238210.0,Corporation,86.0,4/8/2020,Pinnacle Bank
90620,"IDC LOGISTICS, INC.",6700 Artesia Blvd,BUENA PARK,CA,493110.0,Corporation,185.0,4/9/2020,Pacific Mercantile Bank
92008,IDE AMERICAS INC.,5050 AVENIDA ENCINAS STE 250,CARLSBAD,CA,541330.0,Corporation,60.0,4/28/2020,"HSBC Bank USA, National Association"
94089,IDEC CORPORATION,1175 Elko Drive,SUNNYVALE,CA,423690.0,Corporation,119.0,4/30/2020,Bank of the West
93010,"IDENTITY MANAGEMENT SERVICES ORGANIZATION, LLC",751 E DAILY DR SUITE 120,CAMARILLO,CA,561110.0,Limited  Liability Company(LLC),189.0,4/9/2020,City National Bank
93401,IFIXIT,1330 Monterey Street,SAN LUIS OBISPO,CA,453998.0,Sole Proprietorship,101.0,4/14/2020,"Readycap Lending, LLC"
90045,IFN.COM INC,5901 CENTURY BLVD 9th Fl,LOS ANGELES,CA,541511.0,Corporation,63.0,4/10/2020,City National Bank
94105,IGEL AMERICA SALES CORP.,540 Howard Street,SAN FRANCISCO,CA,511210.0,Corporation,105.0,6/3/2020,Radius Bank
90016,"IGNITE INTERNATIONAL, LTD.",5930 West Jefferson Boulevard,LOS ANGELES,CA,424990.0,Corporation,25.0,4/10/2020,City National Bank
92121,IGNITE VISIBILITY LLC,3770 TANSY ST Ste 100,SAN DIEGO,CA,541810.0,Limited  Liability Company(LLC),78.0,4/15/2020,Western Alliance Bank
92335,"ILAD, INC.",13230 San Bernardino Ave. Unit A,FONTANE,CA,493110.0,Subchapter S Corporation,102.0,4/27/2020,"Citibank, N.A."
91730,ILINK BUSINESS MANAGEMENT INC,8590 UTICA AVE STE 100,RANCHO CUCAMONGA,CA,561110.0,Corporation,33.0,5/3/2020,"Bank of America, National Association"
